Start,Destination,Hour,Capacity
Nwcountry,Sncountry,14,0.0
Nwcountry,Sncountry,15,0.0
Nwcountry,Sncountry,16,0.0
Nwcountry,Sncountry,17,0.0
Nwcountry,Sncountry,18,0.0
Nwcountry,Sncountry,19,0.0
Nwcountry,Sncountry,20,0.0
Nwcountry,Sncountry,21,0.0
Nwcountry,Sncountry,22,0.0
Nwcountry,Sncountry,23,0.0
Nwcountry,Stcountry,0,0.0
Nwcountry,Stcountry,1,0.0
Nwcountry,Stcountry,2,0.0
Nwcountry,Stcountry,3,0.0
Nwcountry,Stcountry,4,0.0
Nwcountry,Stcountry,5,0.0
Nwcountry,Stcountry,6,0.0
Nwcountry,Stcountry,7,0.0
Nwcountry,Stcountry,8,0.0
Nwcountry,Stcountry,9,0.0
Nwcountry,Stcountry,10,0.0
Nwcountry,Stcountry,11,0.0
Nwcountry,Stcountry,12,0.0
Nwcountry,Stcountry,13,0.0
Nwcountry,Stcountry,14,0.0
Nwcountry,Stcountry,15,0.0
Nwcountry,Stcountry,16,0.0
Nwcountry,Stcountry,17,0.0
Nwcountry,Stcountry,18,0.0
Nwcountry,Stcountry,19,0.0
Nwcountry,Stcountry,20,0.0
Nwcountry,Stcountry,21,0.0
Nwcountry,Stcountry,22,0.0
Nwcountry,Stcountry,23,0.0
Nwcountry,Thcountry,0,0.0
Nwcountry,Thcountry,1,0.0
Nwcountry,Thcountry,2,0.0
Nwcountry,Thcountry,3,0.0
Nwcountry,Thcountry,4,0.0
Nwcountry,Thcountry,5,0.0
Nwcountry,Thcountry,6,0.0
Nwcountry,Thcountry,7,0.0
Nwcountry,Thcountry,8,0.0
Nwcountry,Thcountry,9,0.0
Nwcountry,Thcountry,10,0.0
Nwcountry,Thcountry,11,0.0
Nwcountry,Thcountry,12,0.0
Nwcountry,Thcountry,13,0.0
Nwcountry,Thcountry,14,0.0
Nwcountry,Thcountry,15,0.0
Nwcountry,Thcountry,16,0.0
Nwcountry,Thcountry,17,0.0
Nwcountry,Thcountry,18,0.0
Nwcountry,Thcountry,19,0.0
Nwcountry,Thcountry,20,0.0
Nwcountry,Thcountry,21,0.0
Nwcountry,Thcountry,22,0.0
Nwcountry,Thcountry,23,0.0
Nwcountry,Bbcity,0,0.0
Nwcountry,Bbcity,1,0.01462963602230278
Nwcountry,Bbcity,2,0.02925927204460556
Nwcountry,Bbcity,3,0.043888908066908344
Nwcountry,Bbcity,4,0.05851854408921112
Nwcountry,Bbcity,5,0.07314818011151392
Nwcountry,Bbcity,6,0.08777781613381669
Nwcountry,Bbcity,7,0.10240745215611946
Nwcountry,Bbcity,8,0.11703708817842225
Nwcountry,Bbcity,9,0.06583336210036252
Nwcountry,Bbcity,10,0.06330089249849123
Nwcountry,Bbcity,11,0.05887254130163874
Nwcountry,Bbcity,12,0.053505653356002575
Nwcountry,Bbcity,13,0.047648666177171096
Nwcountry,Bbcity,14,0.04160442254933941
Nwcountry,Bbcity,15,0.03559205622074213
Nwcountry,Bbcity,16,0.02977099253190013
Nwcountry,Bbcity,17,0.024254198958102675
Nwcountry,Bbcity,18,0.019117365946412855
Nwcountry,Bbcity,19,0.014406164436614433
Nwcountry,Bbcity,20,0.010142359179588828
Nwcountry,Bbcity,21,0.006329076961167363
Nwcountry,Bbcity,22,0.0029553509795658423
Nwcountry,Bbcity,23,0.0
Nwcountry,Becity,0,0.0
Nwcountry,Becity,1,0.01462963602230278
Nwcountry,Becity,2,0.02925927204460556
Nwcountry,Becity,3,0.043888908066908344
Nwcountry,Becity,4,0.05851854408921112
Nwcountry,Becity,5,0.07314818011151392
Nwcountry,Becity,6,0.08777781613381669
Nwcountry,Becity,7,0.10240745215611946
Nwcountry,Becity,8,0.11703708817842225
Nwcountry,Becity,9,0.06583336210036252
Nwcountry,Becity,10,0.06330089249849123
Nwcountry,Becity,11,0.05887254130163874
Nwcountry,Becity,12,0.053505653356002575
Nwcountry,Becity,13,0.047648666177171096
Nwcountry,Becity,14,0.04160442254933941
Nwcountry,Becity,15,0.03559205622074213
Nwcountry,Becity,16,0.02977099253190013
Nwcountry,Becity,17,0.024254198958102675
Nwcountry,Becity,18,0.019117365946412855
Nwcountry,Becity,19,0.014406164436614433
Nwcountry,Becity,20,0.010142359179588828
Nwcountry,Becity,21,0.006329076961167363
Nwcountry,Becity,22,0.0029553509795658423
Nwcountry,Becity,23,0.0
Nwcountry,Bwcity,0,0.0
Nwcountry,Bwcity,1,0.01462963602230278
Nwcountry,Bwcity,2,0.02925927204460556
Nwcountry,Bwcity,3,0.043888908066908344
Nwcountry,Bwcity,4,0.05851854408921112
Nwcountry,Bwcity,5,0.07314818011151392
Nwcountry,Bwcity,6,0.08777781613381669
Nwcountry,Bwcity,7,0.10240745215611946
Nwcountry,Bwcity,8,0.11703708817842225
Nwcountry,Bwcity,9,0.06583336210036252
Nwcountry,Bwcity,10,0.06330089249849123
Nwcountry,Bwcity,11,0.05887254130163874
Nwcountry,Bwcity,12,0.053505653356002575
Nwcountry,Bwcity,13,0.047648666177171096
Nwcountry,Bwcity,14,0.04160442254933941
Nwcountry,Bwcity,15,0.03559205622074213
Nwcountry,Bwcity,16,0.02977099253190013
Nwcountry,Bwcity,17,0.024254198958102675
Nwcountry,Bwcity,18,0.019117365946412855
Nwcountry,Bwcity,19,0.014406164436614433
Nwcountry,Bwcity,20,0.010142359179588828
Nwcountry,Bwcity,21,0.006329076961167363
Nwcountry,Bwcity,22,0.0029553509795658423
Nwcountry,Bwcity,23,0.0
Nwcountry,Bycity,0,0.0
Nwcountry,Bycity,1,0.01462963602230278
Nwcountry,Bycity,2,0.02925927204460556
Nwcountry,Bycity,3,0.043888908066908344
Nwcountry,Bycity,4,0.05851854408921112
Nwcountry,Bycity,5,0.07314818011151392
Nwcountry,Bycity,6,0.08777781613381669
Nwcountry,Bycity,7,0.10240745215611946
Nwcountry,Bycity,8,0.11703708817842225
Nwcountry,Bycity,9,0.06583336210036252
Nwcountry,Bycity,10,0.06330089249849123
Nwcountry,Bycity,11,0.05887254130163874
Nwcountry,Bycity,12,0.053505653356002575
Nwcountry,Bycity,13,0.047648666177171096
Nwcountry,Bycity,14,0.04160442254933941
Nwcountry,Bycity,15,0.03559205622074213
Nwcountry,Bycity,16,0.02977099253190013
Nwcountry,Bycity,17,0.024254198958102675
Nwcountry,Bycity,18,0.019117365946412855
Nwcountry,Bycity,19,0.014406164436614433
Nwcountry,Bycity,20,0.010142359179588828
Nwcountry,Bycity,21,0.006329076961167363
Nwcountry,Bycity,22,0.0029553509795658423
Nwcountry,Bycity,23,0.0
Nwcountry,Hbcity,0,0.0
Nwcountry,Hbcity,1,0.01462963602230278
Nwcountry,Hbcity,2,0.02925927204460556
Nwcountry,Hbcity,3,0.043888908066908344
Nwcountry,Hbcity,4,0.05851854408921112
Nwcountry,Hbcity,5,0.07314818011151392
Nwcountry,Hbcity,6,0.08777781613381669
Nwcountry,Hbcity,7,0.10240745215611946
Nwcountry,Hbcity,8,0.11703708817842225
Nwcountry,Hbcity,9,0.06583336210036252
Nwcountry,Hbcity,10,0.06330089249849123
Nwcountry,Hbcity,11,0.05887254130163874
Nwcountry,Hbcity,12,0.053505653356002575
Nwcountry,Hbcity,13,0.047648666177171096
Nwcountry,Hbcity,14,0.04160442254933941
Nwcountry,Hbcity,15,0.03559205622074213
Nwcountry,Hbcity,16,0.02977099253190013
Nwcountry,Hbcity,17,0.024254198958102675
Nwcountry,Hbcity,18,0.019117365946412855
Nwcountry,Hbcity,19,0.014406164436614433
Nwcountry,Hbcity,20,0.010142359179588828
Nwcountry,Hbcity,21,0.006329076961167363
Nwcountry,Hbcity,22,0.0029553509795658423
Nwcountry,Hbcity,23,0.0
Nwcountry,Hecity,0,0.0
Nwcountry,Hecity,1,0.01462963602230278
Nwcountry,Hecity,2,0.02925927204460556
Nwcountry,Hecity,3,0.043888908066908344
Nwcountry,Hecity,4,0.05851854408921112
Nwcountry,Hecity,5,0.07314818011151392
Nwcountry,Hecity,6,0.08777781613381669
Nwcountry,Hecity,7,0.10240745215611946
Nwcountry,Hecity,8,0.11703708817842225
Nwcountry,Hecity,9,0.06583336210036252
Nwcountry,Hecity,10,0.06330089249849123
Nwcountry,Hecity,11,0.05887254130163874
Nwcountry,Hecity,12,0.053505653356002575
Nwcountry,Hecity,13,0.047648666177171096
Nwcountry,Hecity,14,0.04160442254933941
Nwcountry,Hecity,15,0.03559205622074213
Nwcountry,Hecity,16,0.02977099253190013
Nwcountry,Hecity,17,0.024254198958102675
Nwcountry,Hecity,18,0.019117365946412855
Nwcountry,Hecity,19,0.014406164436614433
Nwcountry,Hecity,20,0.010142359179588828
Nwcountry,Hecity,21,0.006329076961167363
Nwcountry,Hecity,22,0.0029553509795658423
Nwcountry,Hecity,23,0.0
Nwcountry,Hhcity,0,0.0
Nwcountry,Hhcity,1,0.01462963602230278
Nwcountry,Hhcity,2,0.02925927204460556
Nwcountry,Hhcity,3,0.043888908066908344
Nwcountry,Hhcity,4,0.05851854408921112
Nwcountry,Hhcity,5,0.07314818011151392
Nwcountry,Hhcity,6,0.08777781613381669
Nwcountry,Hhcity,7,0.10240745215611946
Nwcountry,Hhcity,8,0.11703708817842225
Nwcountry,Hhcity,9,0.06583336210036252
Nwcountry,Hhcity,10,0.06330089249849123
Nwcountry,Hhcity,11,0.05887254130163874
Nwcountry,Hhcity,12,0.053505653356002575
Nwcountry,Hhcity,13,0.047648666177171096
Nwcountry,Hhcity,14,0.04160442254933941
Nwcountry,Hhcity,15,0.03559205622074213
Nwcountry,Hhcity,16,0.02977099253190013
Nwcountry,Hhcity,17,0.024254198958102675
Nwcountry,Hhcity,18,0.019117365946412855
Nwcountry,Hhcity,19,0.014406164436614433
Nwcountry,Hhcity,20,0.010142359179588828
Nwcountry,Hhcity,21,0.006329076961167363
Nwcountry,Hhcity,22,0.0029553509795658423
Nwcountry,Hhcity,23,0.0
Nwcountry,Mvcity,0,0.0
Nwcountry,Mvcity,1,0.01462963602230278
Nwcountry,Mvcity,2,0.02925927204460556
Nwcountry,Mvcity,3,0.043888908066908344
Nwcountry,Mvcity,4,0.05851854408921112
Nwcountry,Mvcity,5,0.07314818011151392
Nwcountry,Mvcity,6,0.08777781613381669
Nwcountry,Mvcity,7,0.10240745215611946
Nwcountry,Mvcity,8,0.11703708817842225
Nwcountry,Mvcity,9,0.06583336210036252
Nwcountry,Mvcity,10,0.06330089249849123
Nwcountry,Mvcity,11,0.05887254130163874
Nwcountry,Mvcity,12,0.053505653356002575
Nwcountry,Mvcity,13,0.047648666177171096
Nwcountry,Mvcity,14,0.04160442254933941
Nwcountry,Mvcity,15,0.03559205622074213
Nwcountry,Mvcity,16,0.02977099253190013
Nwcountry,Mvcity,17,0.024254198958102675
Nwcountry,Mvcity,18,0.019117365946412855
Nwcountry,Mvcity,19,0.014406164436614433
Nwcountry,Mvcity,20,0.010142359179588828
Nwcountry,Mvcity,21,0.006329076961167363
Nwcountry,Mvcity,22,0.0029553509795658423
Nwcountry,Mvcity,23,0.0
Nwcountry,Nicity,0,0.0
Nwcountry,Nicity,1,0.01462963602230278
Nwcountry,Nicity,2,0.02925927204460556
Nwcountry,Nicity,3,0.043888908066908344
Nwcountry,Nicity,4,0.05851854408921112
Nwcountry,Nicity,5,0.07314818011151392
Nwcountry,Nicity,6,0.08777781613381669
Nwcountry,Nicity,7,0.10240745215611946
Nwcountry,Nicity,8,0.11703708817842225
Nwcountry,Nicity,9,0.06583336210036252
Nwcountry,Nicity,10,0.06330089249849123
Nwcountry,Nicity,11,0.05887254130163874
Nwcountry,Nicity,12,0.053505653356002575
Nwcountry,Nicity,13,0.047648666177171096
Nwcountry,Nicity,14,0.04160442254933941
Nwcountry,Nicity,15,0.03559205622074213
Nwcountry,Nicity,16,0.02977099253190013
Nwcountry,Nicity,17,0.024254198958102675
Nwcountry,Nicity,18,0.019117365946412855
Nwcountry,Nicity,19,0.014406164436614433
Nwcountry,Nicity,20,0.010142359179588828
Nwcountry,Nicity,21,0.006329076961167363
Nwcountry,Nicity,22,0.0029553509795658423
Nwcountry,Nicity,23,0.0
Nwcountry,Nwcity,0,0.0
Nwcountry,Nwcity,1,0.01462963602230278
Nwcountry,Nwcity,2,0.02925927204460556
Nwcountry,Nwcity,3,0.043888908066908344
Nwcountry,Nwcity,4,0.05851854408921112
Nwcountry,Nwcity,5,0.07314818011151392
Nwcountry,Nwcity,6,0.08777781613381669
Nwcountry,Nwcity,7,0.10240745215611946
Nwcountry,Nwcity,8,0.11703708817842225
Nwcountry,Nwcity,9,0.06583336210036252
Nwcountry,Nwcity,10,0.06330089249849123
Nwcountry,Nwcity,11,0.05887254130163874
Nwcountry,Nwcity,12,0.053505653356002575
Nwcountry,Nwcity,13,0.047648666177171096
Nwcountry,Nwcity,14,0.04160442254933941
Nwcountry,Nwcity,15,0.03559205622074213
Nwcountry,Nwcity,16,0.02977099253190013
Nwcountry,Nwcity,17,0.024254198958102675
Nwcountry,Nwcity,18,0.019117365946412855
Nwcountry,Nwcity,19,0.014406164436614433
Nwcountry,Nwcity,20,0.010142359179588828
Nwcountry,Nwcity,21,0.006329076961167363
Nwcountry,Nwcity,22,0.0029553509795658423
Nwcountry,Nwcity,23,0.0
Nwcountry,Rpcity,0,0.0
Nwcountry,Rpcity,1,0.01462963602230278
Nwcountry,Rpcity,2,0.02925927204460556
Nwcountry,Rpcity,3,0.043888908066908344
Nwcountry,Rpcity,4,0.05851854408921112
Nwcountry,Rpcity,5,0.07314818011151392
Nwcountry,Rpcity,6,0.08777781613381669
Nwcountry,Rpcity,7,0.10240745215611946
Nwcountry,Rpcity,8,0.11703708817842225
Nwcountry,Rpcity,9,0.06583336210036252
Nwcountry,Rpcity,10,0.06330089249849123
Nwcountry,Rpcity,11,0.05887254130163874
Nwcountry,Rpcity,12,0.053505653356002575
Nwcountry,Rpcity,13,0.047648666177171096
Nwcountry,Rpcity,14,0.04160442254933941
Nwcountry,Rpcity,15,0.03559205622074213
Nwcountry,Rpcity,16,0.02977099253190013
Nwcountry,Rpcity,17,0.024254198958102675
Nwcountry,Rpcity,18,0.019117365946412855
Nwcountry,Rpcity,19,0.014406164436614433
Nwcountry,Rpcity,20,0.010142359179588828
Nwcountry,Rpcity,21,0.006329076961167363
Nwcountry,Rpcity,22,0.0029553509795658423
Nwcountry,Rpcity,23,0.0
Nwcountry,Shcity,0,0.0
Nwcountry,Shcity,1,0.01462963602230278
Nwcountry,Shcity,2,0.02925927204460556
Nwcountry,Shcity,3,0.043888908066908344
Nwcountry,Shcity,4,0.05851854408921112
Nwcountry,Shcity,5,0.07314818011151392
Nwcountry,Shcity,6,0.08777781613381669
Nwcountry,Shcity,7,0.10240745215611946
Nwcountry,Shcity,8,0.11703708817842225
Nwcountry,Shcity,9,0.06583336210036252
Nwcountry,Shcity,10,0.06330089249849123
Nwcountry,Shcity,11,0.05887254130163874
Nwcountry,Shcity,12,0.053505653356002575
Nwcountry,Shcity,13,0.047648666177171096
Nwcountry,Shcity,14,0.04160442254933941
Nwcountry,Shcity,15,0.03559205622074213
Nwcountry,Shcity,16,0.02977099253190013
Nwcountry,Shcity,17,0.024254198958102675
Nwcountry,Shcity,18,0.019117365946412855
Nwcountry,Shcity,19,0.014406164436614433
Nwcountry,Shcity,20,0.010142359179588828
Nwcountry,Shcity,21,0.006329076961167363
Nwcountry,Shcity,22,0.0029553509795658423
Nwcountry,Shcity,23,0.0
Nwcountry,Slcity,0,0.0
Nwcountry,Slcity,1,0.01462963602230278
Nwcountry,Slcity,2,0.02925927204460556
Nwcountry,Slcity,3,0.043888908066908344
Nwcountry,Slcity,4,0.05851854408921112
Nwcountry,Slcity,5,0.07314818011151392
Nwcountry,Slcity,6,0.08777781613381669
Nwcountry,Slcity,7,0.10240745215611946
Nwcountry,Slcity,8,0.11703708817842225
Nwcountry,Slcity,9,0.06583336210036252
Nwcountry,Slcity,10,0.06330089249849123
Nwcountry,Slcity,11,0.05887254130163874
Nwcountry,Slcity,12,0.053505653356002575
Nwcountry,Slcity,13,0.047648666177171096
Nwcountry,Slcity,14,0.04160442254933941
Nwcountry,Slcity,15,0.03559205622074213
Nwcountry,Slcity,16,0.02977099253190013
Nwcountry,Slcity,17,0.024254198958102675
Nwcountry,Slcity,18,0.019117365946412855
Nwcountry,Slcity,19,0.014406164436614433
Nwcountry,Slcity,20,0.010142359179588828
Nwcountry,Slcity,21,0.006329076961167363
Nwcountry,Slcity,22,0.0029553509795658423
Nwcountry,Slcity,23,0.0
Nwcountry,Sncity,0,0.0
Nwcountry,Sncity,1,0.01462963602230278
Nwcountry,Sncity,2,0.02925927204460556
Nwcountry,Sncity,3,0.043888908066908344
Nwcountry,Sncity,4,0.05851854408921112
Nwcountry,Sncity,5,0.07314818011151392
Nwcountry,Sncity,6,0.08777781613381669
Nwcountry,Sncity,7,0.10240745215611946
Nwcountry,Sncity,8,0.11703708817842225
Nwcountry,Sncity,9,0.06583336210036252
Nwcountry,Sncity,10,0.06330089249849123
Nwcountry,Sncity,11,0.05887254130163874
Nwcountry,Sncity,12,0.053505653356002575
Nwcountry,Sncity,13,0.047648666177171096
Nwcountry,Sncity,14,0.04160442254933941
Nwcountry,Sncity,15,0.03559205622074213
Nwcountry,Sncity,16,0.02977099253190013
Nwcountry,Sncity,17,0.024254198958102675
Nwcountry,Sncity,18,0.019117365946412855
Nwcountry,Sncity,19,0.014406164436614433
Nwcountry,Sncity,20,0.010142359179588828
Nwcountry,Sncity,21,0.006329076961167363
Nwcountry,Sncity,22,0.0029553509795658423
Nwcountry,Sncity,23,0.0
Nwcountry,Stcity,0,0.0
Nwcountry,Stcity,1,0.01462963602230278
Nwcountry,Stcity,2,0.02925927204460556
Nwcountry,Stcity,3,0.043888908066908344
Nwcountry,Stcity,4,0.05851854408921112
Nwcountry,Stcity,5,0.07314818011151392
Nwcountry,Stcity,6,0.08777781613381669
Nwcountry,Stcity,7,0.10240745215611946
Nwcountry,Stcity,8,0.11703708817842225
Nwcountry,Stcity,9,0.06583336210036252
Nwcountry,Stcity,10,0.06330089249849123
Nwcountry,Stcity,11,0.05887254130163874
Nwcountry,Stcity,12,0.053505653356002575
Nwcountry,Stcity,13,0.047648666177171096
Nwcountry,Stcity,14,0.04160442254933941
Nwcountry,Stcity,15,0.03559205622074213
Nwcountry,Stcity,16,0.02977099253190013
Nwcountry,Stcity,17,0.024254198958102675
Nwcountry,Stcity,18,0.019117365946412855
Nwcountry,Stcity,19,0.014406164436614433
Nwcountry,Stcity,20,0.010142359179588828
Nwcountry,Stcity,21,0.006329076961167363
Nwcountry,Stcity,22,0.0029553509795658423
Nwcountry,Stcity,23,0.0
Nwcountry,Thcity,0,0.0
Nwcountry,Thcity,1,0.01462963602230278
Nwcountry,Thcity,2,0.02925927204460556
Nwcountry,Thcity,3,0.043888908066908344
Nwcountry,Thcity,4,0.05851854408921112
Nwcountry,Thcity,5,0.07314818011151392
Nwcountry,Thcity,6,0.08777781613381669
Nwcountry,Thcity,7,0.10240745215611946
Nwcountry,Thcity,8,0.11703708817842225
Nwcountry,Thcity,9,0.06583336210036252
Nwcountry,Thcity,10,0.06330089249849123
Nwcountry,Thcity,11,0.05887254130163874
Nwcountry,Thcity,12,0.053505653356002575
Nwcountry,Thcity,13,0.047648666177171096
Nwcountry,Thcity,14,0.04160442254933941
Nwcountry,Thcity,15,0.03559205622074213
Nwcountry,Thcity,16,0.02977099253190013
Nwcountry,Thcity,17,0.024254198958102675
Nwcountry,Thcity,18,0.019117365946412855
Nwcountry,Thcity,19,0.014406164436614433
Nwcountry,Thcity,20,0.010142359179588828
Nwcountry,Thcity,21,0.006329076961167363
Nwcountry,Thcity,22,0.0029553509795658423
Nwcountry,Thcity,23,0.0
Nwcountry,Sea,0,0.0
Nwcountry,Sea,1,0.0
Nwcountry,Sea,2,0.0
Nwcountry,Sea,3,0.0
Nwcountry,Sea,4,0.0
Nwcountry,Sea,5,0.0
Nwcountry,Sea,6,0.0
Nwcountry,Sea,7,0.0
Nwcountry,Sea,8,0.0
Nwcountry,Sea,9,0.0
Nwcountry,Sea,10,0.0
Nwcountry,Sea,11,0.0
Nwcountry,Sea,12,0.0
Nwcountry,Sea,13,0.0
Nwcountry,Sea,14,0.0
Nwcountry,Sea,15,0.0
Nwcountry,Sea,16,0.0
Nwcountry,Sea,17,0.0
Nwcountry,Sea,18,0.0
Nwcountry,Sea,19,0.0
Nwcountry,Sea,20,0.0
Nwcountry,Sea,21,0.0
Nwcountry,Sea,22,0.0
Nwcountry,Sea,23,0.0
Rpcountry,Bbcountry,0,0.0
Rpcountry,Bbcountry,1,0.0
Rpcountry,Bbcountry,2,0.0
Rpcountry,Bbcountry,3,0.0
Rpcountry,Bbcountry,4,0.0
Rpcountry,Bbcountry,5,0.0
Rpcountry,Bbcountry,6,0.0
Rpcountry,Bbcountry,7,0.0
Rpcountry,Bbcountry,8,0.0
Rpcountry,Bbcountry,9,0.0
Rpcountry,Bbcountry,10,0.0
Rpcountry,Bbcountry,11,0.0
Rpcountry,Bbcountry,12,0.0
Rpcountry,Bbcountry,13,0.0
Rpcountry,Bbcountry,14,0.0
Rpcountry,Bbcountry,15,0.0
Rpcountry,Bbcountry,16,0.0
Rpcountry,Bbcountry,17,0.0
Rpcountry,Bbcountry,18,0.0
Rpcountry,Bbcountry,19,0.0
Rpcountry,Bbcountry,20,0.0
Rpcountry,Bbcountry,21,0.0
Rpcountry,Bbcountry,22,0.0
Rpcountry,Bbcountry,23,0.0
Rpcountry,Becountry,0,0.0
Rpcountry,Becountry,1,0.0
Rpcountry,Becountry,2,0.0
Rpcountry,Becountry,3,0.0
Rpcountry,Becountry,4,0.0
Rpcountry,Becountry,5,0.0
Rpcountry,Becountry,6,0.0
Rpcountry,Becountry,7,0.0
Rpcountry,Becountry,8,0.0
Rpcountry,Becountry,9,0.0
Rpcountry,Becountry,10,0.0
Rpcountry,Becountry,11,0.0
Rpcountry,Becountry,12,0.0
Rpcountry,Becountry,13,0.0
Rpcountry,Becountry,14,0.0
Rpcountry,Becountry,15,0.0
Rpcountry,Becountry,16,0.0
Rpcountry,Becountry,17,0.0
Rpcountry,Becountry,18,0.0
Rpcountry,Becountry,19,0.0
Rpcountry,Becountry,20,0.0
Rpcountry,Becountry,21,0.0
Rpcountry,Becountry,22,0.0
Rpcountry,Becountry,23,0.0
Rpcountry,Bwcountry,0,0.0
Rpcountry,Bwcountry,1,0.0
Rpcountry,Bwcountry,2,0.0
Rpcountry,Bwcountry,3,0.0
Rpcountry,Bwcountry,4,0.0
Rpcountry,Bwcountry,5,0.0
Rpcountry,Bwcountry,6,0.0
Rpcountry,Bwcountry,7,0.0
Rpcountry,Bwcountry,8,0.0
Rpcountry,Bwcountry,9,0.0
Rpcountry,Bwcountry,10,0.0
Rpcountry,Bwcountry,11,0.0
Rpcountry,Bwcountry,12,0.0
Rpcountry,Bwcountry,13,0.0
Rpcountry,Bwcountry,14,0.0
Rpcountry,Bwcountry,15,0.0
Rpcountry,Bwcountry,16,0.0
Rpcountry,Bwcountry,17,0.0
Rpcountry,Bwcountry,18,0.0
Rpcountry,Bwcountry,19,0.0
Rpcountry,Bwcountry,20,0.0
Rpcountry,Bwcountry,21,0.0
Rpcountry,Bwcountry,22,0.0
Rpcountry,Bwcountry,23,0.0
Rpcountry,Bycountry,0,0.0
Rpcountry,Bycountry,1,0.0
Rpcountry,Bycountry,2,0.0
Rpcountry,Bycountry,3,0.0
Rpcountry,Bycountry,4,0.0
Rpcountry,Bycountry,5,0.0
Rpcountry,Bycountry,6,0.0
Rpcountry,Bycountry,7,0.0
Rpcountry,Bycountry,8,0.0
Rpcountry,Bycountry,9,0.0
Rpcountry,Bycountry,10,0.0
Rpcountry,Bycountry,11,0.0
Rpcountry,Bycountry,12,0.0
Rpcountry,Bycountry,13,0.0
Rpcountry,Bycountry,14,0.0
Rpcountry,Bycountry,15,0.0
Rpcountry,Bycountry,16,0.0
Rpcountry,Bycountry,17,0.0
Rpcountry,Bycountry,18,0.0
Rpcountry,Bycountry,19,0.0
Rpcountry,Bycountry,20,0.0
Rpcountry,Bycountry,21,0.0
Rpcountry,Bycountry,22,0.0
Rpcountry,Bycountry,23,0.0
Rpcountry,Hbcountry,0,0.0
Rpcountry,Hbcountry,1,0.0
Rpcountry,Hbcountry,2,0.0
Rpcountry,Hbcountry,3,0.0
Rpcountry,Hbcountry,4,0.0
Rpcountry,Hbcountry,5,0.0
Rpcountry,Hbcountry,6,0.0
Rpcountry,Hbcountry,7,0.0
Rpcountry,Hbcountry,8,0.0
Rpcountry,Hbcountry,9,0.0
Rpcountry,Hbcountry,10,0.0
Rpcountry,Hbcountry,11,0.0
Rpcountry,Hbcountry,12,0.0
Rpcountry,Hbcountry,13,0.0
Rpcountry,Hbcountry,14,0.0
Rpcountry,Hbcountry,15,0.0
Rpcountry,Hbcountry,16,0.0
Rpcountry,Hbcountry,17,0.0
Rpcountry,Hbcountry,18,0.0
Rpcountry,Hbcountry,19,0.0
Rpcountry,Hbcountry,20,0.0
Rpcountry,Hbcountry,21,0.0
Rpcountry,Hbcountry,22,0.0
Rpcountry,Hbcountry,23,0.0
Rpcountry,Hecountry,0,0.0
Rpcountry,Hecountry,1,0.0
Rpcountry,Hecountry,2,0.0
Rpcountry,Hecountry,3,0.0
Rpcountry,Hecountry,4,0.0
Rpcountry,Hecountry,5,0.0
Rpcountry,Hecountry,6,0.0
Rpcountry,Hecountry,7,0.0
Rpcountry,Hecountry,8,0.0
Rpcountry,Hecountry,9,0.0
Rpcountry,Hecountry,10,0.0
Rpcountry,Hecountry,11,0.0
Rpcountry,Hecountry,12,0.0
Rpcountry,Hecountry,13,0.0
Rpcountry,Hecountry,14,0.0
Rpcountry,Hecountry,15,0.0
Rpcountry,Hecountry,16,0.0
Rpcountry,Hecountry,17,0.0
Rpcountry,Hecountry,18,0.0
Rpcountry,Hecountry,19,0.0
Rpcountry,Hecountry,20,0.0
Rpcountry,Hecountry,21,0.0
Rpcountry,Hecountry,22,0.0
Rpcountry,Hecountry,23,0.0
Rpcountry,Hhcountry,0,0.0
Rpcountry,Hhcountry,1,0.0
Rpcountry,Hhcountry,2,0.0
Rpcountry,Hhcountry,3,0.0
Rpcountry,Hhcountry,4,0.0
Rpcountry,Hhcountry,5,0.0
Rpcountry,Hhcountry,6,0.0
Rpcountry,Hhcountry,7,0.0
Rpcountry,Hhcountry,8,0.0
Rpcountry,Hhcountry,9,0.0
Rpcountry,Hhcountry,10,0.0
Rpcountry,Hhcountry,11,0.0
Rpcountry,Hhcountry,12,0.0
Rpcountry,Hhcountry,13,0.0
Rpcountry,Hhcountry,14,0.0
Rpcountry,Hhcountry,15,0.0
Rpcountry,Hhcountry,16,0.0
Rpcountry,Hhcountry,17,0.0
Rpcountry,Hhcountry,18,0.0
Rpcountry,Hhcountry,19,0.0
Rpcountry,Hhcountry,20,0.0
Rpcountry,Hhcountry,21,0.0
Rpcountry,Hhcountry,22,0.0
Rpcountry,Hhcountry,23,0.0
Rpcountry,Mvcountry,0,0.0
Rpcountry,Mvcountry,1,0.0
Rpcountry,Mvcountry,2,0.0
Rpcountry,Mvcountry,3,0.0
Rpcountry,Mvcountry,4,0.0
Rpcountry,Mvcountry,5,0.0
Rpcountry,Mvcountry,6,0.0
Rpcountry,Mvcountry,7,0.0
Rpcountry,Mvcountry,8,0.0
Rpcountry,Mvcountry,9,0.0
Rpcountry,Mvcountry,10,0.0
Rpcountry,Mvcountry,11,0.0
Rpcountry,Mvcountry,12,0.0
Rpcountry,Mvcountry,13,0.0
Rpcountry,Mvcountry,14,0.0
Rpcountry,Mvcountry,15,0.0
Rpcountry,Mvcountry,16,0.0
Rpcountry,Mvcountry,17,0.0
