region,fuel,hour,Power
Bwcountry,Power,5097,8.284876074411958
Bwcountry,Power,5098,8.54877345988395
Bwcountry,Power,5099,8.799529609300722
Bwcountry,Power,5100,8.724302765894175
Bwcountry,Power,5101,8.660473927345002
Bwcountry,Power,5102,8.541264185177718
Bwcountry,Power,5103,8.403549438294707
Bwcountry,Power,5104,8.1653981395562
Bwcountry,Power,5105,8.100898826378256
Bwcountry,Power,5106,7.9897347372017355
Bwcountry,Power,5107,7.803611990214728
Bwcountry,Power,5108,7.508604749348747
Bwcountry,Power,5109,7.296065440999483
Bwcountry,Power,5110,6.96190269174874
Bwcountry,Power,5111,6.367597197925331
Bwcountry,Power,5112,5.9702760776617705
Bycountry,Power,5088,8.266522498412655
Bycountry,Power,5089,7.976182922257499
Bycountry,Power,5090,7.832836140596905
Bycountry,Power,5091,7.856631326105573
Bycountry,Power,5092,8.045265702852557
Bycountry,Power,5093,8.541126564218825
Bycountry,Power,5094,9.700182133507157
Bycountry,Power,5095,10.812223030835723
Bycountry,Power,5096,11.486355848307332
Bycountry,Power,5097,11.856140635848849
Bycountry,Power,5098,12.233793178564863
Bycountry,Power,5099,12.592639846407168
Bycountry,Power,5100,12.484985848084412
Bycountry,Power,5101,12.39364305916821
Bycountry,Power,5102,12.223046968701171
Bycountry,Power,5103,12.025969137722123
Bycountry,Power,5104,11.685160746010098
Bycountry,Power,5105,11.59285846881428
Bycountry,Power,5106,11.433776176804692
Bycountry,Power,5107,11.167423675694396
Bycountry,Power,5108,10.745251116336098
Bycountry,Power,5109,10.441094975942198
Bycountry,Power,5110,9.962888601484158
Bycountry,Power,5111,9.11240279431678
Bycountry,Power,5112,8.5438131090725
Slcountry,Power,5088,0.9572425799722295
Slcountry,Power,5089,0.9236219849759449
Slcountry,Power,5090,0.9070227870503541
Slcountry,Power,5091,0.9097782098743539
Slcountry,Power,5092,0.9316215977685267
Slcountry,Power,5093,0.9890410423212566
Slcountry,Power,5094,1.123256771328199
Slcountry,Power,5095,1.2520283191946486
Slcountry,Power,5096,1.3300912093113069
Slcountry,Power,5097,1.3729113606057233
Slcountry,Power,5098,1.4166425782237682
Slcountry,Power,5099,1.4581961226804325
Slcountry,Power,5100,1.4457300595784945
Slcountry,Power,5101,1.4351527936313213
Slcountry,Power,5102,1.415398194063825
Slcountry,Power,5103,1.3925770753385154
Slcountry,Power,5104,1.3531123180332216
Slcountry,Power,5105,1.3424239457488416
Slcountry,Power,5106,1.3240026151759927
Slcountry,Power,5107,1.293159663330905
Slcountry,Power,5108,1.2442731394036772
Slcountry,Power,5109,1.2090526209086316
Slcountry,Power,5110,1.1536775216775732
Slcountry,Power,5111,1.0551933974960939
Slcountry,Power,5112,0.9893521374797635
Becountry,Power,5088,0.0
Becountry,Power,5089,0.0
Becountry,Power,5090,0.0
Becountry,Power,5091,0.0
Becountry,Power,5092,0.0
Becountry,Power,5093,0.0
Becountry,Power,5094,0.0
Becountry,Power,5095,0.0
Becountry,Power,5096,0.0
Becountry,Power,5097,0.0
Becountry,Power,5098,0.0
Becountry,Power,5099,0.0
Becountry,Power,5100,0.0
Becountry,Power,5101,0.0
Becountry,Power,5102,0.0
Becountry,Power,5103,0.0
Becountry,Power,5104,0.0
Becountry,Power,5105,0.0
Becountry,Power,5106,0.0
Becountry,Power,5107,0.0
Becountry,Power,5108,0.0
Becountry,Power,5109,0.0
Becountry,Power,5110,0.0
Becountry,Power,5111,0.0
Becountry,Power,5112,0.0
Bbcountry,Power,5088,2.1764294754558313
Bbcountry,Power,5089,2.0999881893458894
Bbcountry,Power,5090,2.062247511705714
Bbcountry,Power,5091,2.0685123640816614
Bbcountry,Power,5092,2.1181764662135083
Bbcountry,Power,5093,2.2487278794117054
Bbcountry,Power,5094,2.5538867542801587
Bbcountry,Power,5095,2.8466674957978872
Bbcountry,Power,5096,3.0241547686625085
Bbcountry,Power,5097,3.1215125767777194
Bbcountry,Power,5098,3.2209418259699647
Bbcountry,Power,5099,3.3154198202185823
Bbcountry,Power,5100,3.287076422478443
Bbcountry,Power,5101,3.263027478293542
Bbcountry,Power,5102,3.2181125385759897
Bbcountry,Power,5103,3.166225423965938
Bbcountry,Power,5104,3.076496589459387
Bbcountry,Power,5105,3.0521950289447632
Bbcountry,Power,5106,3.0103114691505186
