Technology,Y2045
Offshore,102.40167803457356
Onshore,57.98074965985903
Solar PV,24.519888496567138
Hydro,154.0985604341385
Lignite,149.78868905313433
Coal,149.78868905313433
OCGT,26.08394912033018
CCGT,63.06596279058905
Biomass CC,225.5548305219876
