region,hour,Power
Shcity,14,0.5477993000946408
Shcity,15,0.5337895222244035
Shcity,16,0.5275657846853005
Shcity,17,0.5223949029558099
Shcity,18,0.5404293080800882
Shcity,19,0.5513569349176728
Shcity,20,0.5400811861475858
Shcity,21,0.5060246897505941
Shcity,22,0.4830995984452485
Shcity,23,0.46364723375829153
Shcountry,0,1.697640926441203
Shcountry,1,1.5634038722962094
Shcountry,2,1.4900140381134308
Shcountry,3,1.4551158584424668
Shcountry,4,1.474845422344732
Shcountry,5,1.5202821614132553
Shcountry,6,1.6202084330624675
Shcountry,7,1.8537152589265224
Shcountry,8,2.0667669145481247
Shcountry,9,2.124469844024595
Shcountry,10,2.1321750862989757
Shcountry,11,2.156914784517449
Shcountry,12,2.233794437581091
Shcountry,13,2.238424492124695
Shcountry,14,2.2292334857924545
Shcountry,15,2.172221609451153
Shcountry,16,2.1468945158850334
Shcountry,17,2.125851950294933
Shcountry,18,2.1992417844777115
Shcountry,19,2.243711048425985
Shcountry,20,2.1978251250023546
Shcountry,21,2.059234436471304
Shcountry,22,1.9659422741887003
Shcountry,23,1.8867821461445071
Slcity,0,2.0137624844933883
Slcity,1,1.8545288447667732
Slcity,2,1.7674729235065074
Slcity,3,1.726076274837216
Slcity,4,1.749479725474498
Slcity,5,1.803377342531668
Slcity,6,1.9219111113212295
Slcity,7,2.1988997715698435
Slcity,8,2.4516242580425995
Slcity,9,2.5200721805774764
Slcity,10,2.5292122334499103
Slcity,11,2.55855876685052
Slcity,12,2.649754354061637
Slcity,13,2.6552465815379236
Slcity,14,2.6443440971206758
Slcity,15,2.5767159102888675
Slcity,16,2.5466726013238654
Slcity,17,2.5217116519836145
Slcity,18,2.60876757324388
Slcity,19,2.661517559449616
Slcity,20,2.6070871144022356
Slcity,21,2.442689140179855
Slcity,22,2.332024833272618
Slcity,23,2.2381241186749423
Slcountry,0,1.0917694053129843
Slcountry,1,1.0054402490749368
Slcountry,2,0.9582425323058684
Slcountry,3,0.9357991732465735
Slcountry,4,0.9484874478476197
Slcountry,5,0.9777082570420551
Slcountry,6,1.0419718150621275
Slcountry,7,1.192142327824534
Slcountry,8,1.3291579214851756
Slcountry,9,1.3662672371349862
Slcountry,10,1.3712225534475635
Slcountry,11,1.3871328941980228
Slcountry,12,1.4365749474606733
Slcountry,13,1.439552580608476
Slcountry,14,1.4336417549672649
Slcountry,15,1.39697686231567
Slcountry,16,1.3806887618991972
Slcountry,17,1.3671560831314182
Slcountry,18,1.4143537999004865
Slcountry,19,1.4429524164272973
Slcountry,20,1.4134427324015522
Slcountry,21,1.324313711509805
Slcountry,22,1.264316613802484
Slcountry,23,1.2134079648807816
Sncity,0,1.133465520434809
Sncity,1,1.0438393397341277
Sncity,2,0.9948390798434869
Sncity,3,0.9715385792683162
Sncity,4,0.9847114358295163
Sncity,5,1.0150482263091891
Sncity,6,1.0817660944613308
Sncity,7,1.2376718173858592
Sncity,8,1.3799202174788459
Sncity,9,1.4184467868911237
Sncity,10,1.4235913532764992
Sncity,11,1.4401093309476585
Sncity,12,1.491439641505912
Sncity,13,1.494530994395189
Sncity,14,1.4883944265182987
Sncity,15,1.4503292532053387
Sncity,16,1.4334190887277407
Sncity,17,1.4193695790897596
Sncity,18,1.4683698389804003
Sncity,19,1.4980606744329519
Sncity,20,1.4674239766107413
Sncity,21,1.3748910007283959
Sncity,22,1.3126025346416295
Sncity,23,1.2597496171996645
Sncountry,0,1.9158920429085902
Sncountry,1,1.7643972833901436
Sncountry,2,1.6815723484164542
Sncountry,3,1.642187609451804
Sncountry,4,1.664453633969513
Sncountry,5,1.7157317844200837
Sncountry,6,1.8285047187599637
Sncountry,7,2.0920315121294095
Sncountry,8,2.3324733896644974
Sncountry,9,2.3975946892954143
Sncountry,10,2.406290528404993
Sncountry,11,2.4342107971865046
Sncountry,12,2.5209742070879004
Sncountry,13,2.5261995079864374
Sncountry,14,2.515826892892162
Sncountry,15,2.4514854891640097
Sncountry,16,2.4229023086589008
Sncountry,17,2.3991544811009438
Sncountry,18,2.481979416074633
Sncountry,19,2.532165711436339
Sncountry,20,2.48038062885522
Sncountry,21,2.323972525561852
Sncountry,22,2.2186865910635203
Sncountry,23,2.1293495250954964
Stcity,0,0.6662988024628852
Stcity,1,0.6136127561795562
Stcity,2,0.5848083383151471
Stcity,3,0.5711113220847227
