country,Plant,hour,value
NWcountry,Solar PV,7,0.3474
NWcountry,Solar PV,8,0.4444
NWcountry,Solar PV,9,0.5002
NWcountry,Solar PV,10,0.5016
NWcountry,Solar PV,11,0.4904
NWcountry,Solar PV,12,0.4494
NWcountry,Solar PV,13,0.422
NWcountry,Solar PV,14,0.339
NWcountry,Solar PV,15,0.2568
NWcountry,Solar PV,16,0.1584
NWcountry,Solar PV,17,0.0828
NWcountry,Solar PV,18,0.0176
NWcountry,Solar PV,19,0
NWcountry,Solar PV,20,0
NWcountry,Solar PV,21,0
NWcountry,Solar PV,22,0
NWcountry,Solar PV,23,0
Offshore,Offshore,0,0.1037
Offshore,Offshore,1,0.107
Offshore,Offshore,2,0.1183
Offshore,Offshore,3,0.1138
Offshore,Offshore,4,0.0755
Offshore,Offshore,5,0.0481
Offshore,Offshore,6,0.057
Offshore,Offshore,7,0.0662
Offshore,Offshore,8,0.0684
Offshore,Offshore,9,0.0665
Offshore,Offshore,10,0.0657
Offshore,Offshore,11,0.0689
Offshore,Offshore,12,0.0771
Offshore,Offshore,13,0.0797
Offshore,Offshore,14,0.0728
Offshore,Offshore,15,0.0648
Offshore,Offshore,16,0.0592
Offshore,Offshore,17,0.0508
Offshore,Offshore,18,0.0444
Offshore,Offshore,19,0.0451
Offshore,Offshore,20,0.046
Offshore,Offshore,21,0.0505
Offshore,Offshore,22,0.0591
Offshore,Offshore,23,0.063
Offshorecountry,Offshore,0,0.1037
Offshorecountry,Offshore,1,0.107
Offshorecountry,Offshore,2,0.1183
Offshorecountry,Offshore,3,0.1138
Offshorecountry,Offshore,4,0.0755
Offshorecountry,Offshore,5,0.0481
Offshorecountry,Offshore,6,0.057
Offshorecountry,Offshore,7,0.0662
Offshorecountry,Offshore,8,0.0684
Offshorecountry,Offshore,9,0.0665
Offshorecountry,Offshore,10,0.0657
Offshorecountry,Offshore,11,0.0689
Offshorecountry,Offshore,12,0.0771
Offshorecountry,Offshore,13,0.0797
Offshorecountry,Offshore,14,0.0728
Offshorecountry,Offshore,15,0.0648
Offshorecountry,Offshore,16,0.0592
Offshorecountry,Offshore,17,0.0508
Offshorecountry,Offshore,18,0.0444
Offshorecountry,Offshore,19,0.0451
Offshorecountry,Offshore,20,0.046
Offshorecountry,Offshore,21,0.0505
Offshorecountry,Offshore,22,0.0591
Offshorecountry,Offshore,23,0.063
RPcity,Onshore,0,0.0767
RPcity,Onshore,1,0.082066667
RPcity,Onshore,2,0.082166667
RPcity,Onshore,3,0.089433333
RPcity,Onshore,4,0.085266667
RPcity,Onshore,5,0.062933333
RPcity,Onshore,6,0.098566667
RPcity,Onshore,7,0.119766667
RPcity,Onshore,8,0.1354
RPcity,Onshore,9,0.142933333
RPcity,Onshore,10,0.137466667
RPcity,Onshore,11,0.126233333
RPcity,Onshore,12,0.117333333
RPcity,Onshore,13,0.111366667
RPcity,Onshore,14,0.1035
RPcity,Onshore,15,0.095533333
RPcity,Onshore,16,0.0881
RPcity,Onshore,17,0.078666667
RPcity,Onshore,18,0.069133333
RPcity,Onshore,19,0.068
RPcity,Onshore,20,0.060166667
RPcity,Onshore,21,0.047166667
RPcity,Onshore,22,0.0326
RPcity,Onshore,23,0.0208
RPcity,Solar PV,0,0
RPcity,Solar PV,1,0
RPcity,Solar PV,2,0
RPcity,Solar PV,3,0
RPcity,Solar PV,4,0.019
RPcity,Solar PV,5,0.102333333
RPcity,Solar PV,6,0.218666667
RPcity,Solar PV,7,0.366333333
RPcity,Solar PV,8,0.493
RPcity,Solar PV,9,0.580333333
RPcity,Solar PV,10,0.626666667
RPcity,Solar PV,11,0.646333333
RPcity,Solar PV,12,0.636
RPcity,Solar PV,13,0.583333333
RPcity,Solar PV,14,0.482666667
RPcity,Solar PV,15,0.365666667
RPcity,Solar PV,16,0.222
RPcity,Solar PV,17,0.101
RPcity,Solar PV,18,0.018
RPcity,Solar PV,19,0
RPcity,Solar PV,20,0
RPcity,Solar PV,21,0
RPcity,Solar PV,22,0
RPcity,Solar PV,23,0
RPcountry,Onshore,0,0.0767
RPcountry,Onshore,1,0.082066667
RPcountry,Onshore,2,0.082166667
RPcountry,Onshore,3,0.089433333
RPcountry,Onshore,4,0.085266667
RPcountry,Onshore,5,0.062933333
RPcountry,Onshore,6,0.098566667
RPcountry,Onshore,7,0.119766667
RPcountry,Onshore,8,0.1354
RPcountry,Onshore,9,0.142933333
RPcountry,Onshore,10,0.137466667
RPcountry,Onshore,11,0.126233333
RPcountry,Onshore,12,0.117333333
RPcountry,Onshore,13,0.111366667
RPcountry,Onshore,14,0.1035
RPcountry,Onshore,15,0.095533333
RPcountry,Onshore,16,0.0881
RPcountry,Onshore,17,0.078666667
RPcountry,Onshore,18,0.069133333
RPcountry,Onshore,19,0.068
RPcountry,Onshore,20,0.060166667
RPcountry,Onshore,21,0.047166667
RPcountry,Onshore,22,0.0326
RPcountry,Onshore,23,0.0208
RPcountry,Solar PV,0,0
RPcountry,Solar PV,1,0
RPcountry,Solar PV,2,0
RPcountry,Solar PV,3,0
RPcountry,Solar PV,4,0.019
RPcountry,Solar PV,5,0.102333333
RPcountry,Solar PV,6,0.218666667
RPcountry,Solar PV,7,0.366333333
RPcountry,Solar PV,8,0.493
RPcountry,Solar PV,9,0.580333333
RPcountry,Solar PV,10,0.626666667
RPcountry,Solar PV,11,0.646333333
RPcountry,Solar PV,12,0.636
RPcountry,Solar PV,13,0.583333333
RPcountry,Solar PV,14,0.482666667
RPcountry,Solar PV,15,0.365666667
RPcountry,Solar PV,16,0.222
RPcountry,Solar PV,17,0.101
RPcountry,Solar PV,18,0.018
RPcountry,Solar PV,19,0
RPcountry,Solar PV,20,0
RPcountry,Solar PV,21,0
RPcountry,Solar PV,22,0
RPcountry,Solar PV,23,0
SHcity,Onshore,0,0.1359
SHcity,Onshore,1,0.1392
SHcity,Onshore,2,0.1427
SHcity,Onshore,3,0.1645
SHcity,Onshore,4,0.1656
SHcity,Onshore,5,0.1136
SHcity,Onshore,6,0.0749
SHcity,Onshore,7,0.059
SHcity,Onshore,8,0.0566
SHcity,Onshore,9,0.0542
SHcity,Onshore,10,0.0492
SHcity,Onshore,11,0.0405
SHcity,Onshore,12,0.0299
SHcity,Onshore,13,0.0231
SHcity,Onshore,14,0.0194
SHcity,Onshore,15,0.0166
SHcity,Onshore,16,0.0218
SHcity,Onshore,17,0.034
SHcity,Onshore,18,0.0487
SHcity,Onshore,19,0.0603
SHcity,Onshore,20,0.0694
SHcity,Onshore,21,0.0819
SHcity,Onshore,22,0.0969
SHcity,Onshore,23,0.1038
SHcity,Solar PV,0,0
SHcity,Solar PV,1,0
SHcity,Solar PV,2,0
SHcity,Solar PV,3,0
SHcity,Solar PV,4,0.023
SHcity,Solar PV,5,0.053
SHcity,Solar PV,6,0.091
SHcity,Solar PV,7,0.195
SHcity,Solar PV,8,0.332
SHcity,Solar PV,9,0.408
SHcity,Solar PV,10,0.436
SHcity,Solar PV,11,0.463
SHcity,Solar PV,12,0.425
SHcity,Solar PV,13,0.34
SHcity,Solar PV,14,0.226
SHcity,Solar PV,15,0.169
SHcity,Solar PV,16,0.113
SHcity,Solar PV,17,0.056
SHcity,Solar PV,18,0.014
SHcity,Solar PV,19,0
SHcity,Solar PV,20,0
SHcity,Solar PV,21,0
SHcity,Solar PV,22,0
SHcity,Solar PV,23,0
SHcountry,Onshore,0,0.1359
SHcountry,Onshore,1,0.1392
SHcountry,Onshore,2,0.1427
SHcountry,Onshore,3,0.1645
SHcountry,Onshore,4,0.1656
SHcountry,Onshore,5,0.1136
SHcountry,Onshore,6,0.0749
SHcountry,Onshore,7,0.059
SHcountry,Onshore,8,0.0566
SHcountry,Onshore,9,0.0542
SHcountry,Onshore,10,0.0492
SHcountry,Onshore,11,0.0405
SHcountry,Onshore,12,0.0299
SHcountry,Onshore,13,0.0231
SHcountry,Onshore,14,0.0194
SHcountry,Onshore,15,0.0166
SHcountry,Onshore,16,0.0218
SHcountry,Onshore,17,0.034
SHcountry,Onshore,18,0.0487
SHcountry,Onshore,19,0.0603
SHcountry,Onshore,20,0.0694
SHcountry,Onshore,21,0.0819
SHcountry,Onshore,22,0.0969
SHcountry,Onshore,23,0.1038
SHcountry,Solar PV,0,0
SHcountry,Solar PV,1,0
SHcountry,Solar PV,2,0
SHcountry,Solar PV,3,0
SHcountry,Solar PV,4,0.023
SHcountry,Solar PV,5,0.053
SHcountry,Solar PV,6,0.091
SHcountry,Solar PV,7,0.195
SHcountry,Solar PV,8,0.332
SHcountry,Solar PV,9,0.408
SHcountry,Solar PV,10,0.436
SHcountry,Solar PV,11,0.463
SHcountry,Solar PV,12,0.425
SHcountry,Solar PV,13,0.34
SHcountry,Solar PV,14,0.226
SHcountry,Solar PV,15,0.169
SHcountry,Solar PV,16,0.113
SHcountry,Solar PV,17,0.056
SHcountry,Solar PV,18,0.014
SHcountry,Solar PV,19,0
SHcountry,Solar PV,20,0
SHcountry,Solar PV,21,0
SHcountry,Solar PV,22,0
SHcountry,Solar PV,23,0
SLcity,Onshore,0,0.0843
SLcity,Onshore,1,0.0801
SLcity,Onshore,2,0.0875
SLcity,Onshore,3,0.1104
SLcity,Onshore,4,0.0994
SLcity,Onshore,5,0.0667
SLcity,Onshore,6,0.1189
SLcity,Onshore,7,0.154
SLcity,Onshore,8,0.1793
SLcity,Onshore,9,0.1757
SLcity,Onshore,10,0.1581
SLcity,Onshore,11,0.1419
SLcity,Onshore,12,0.1303
SLcity,Onshore,13,0.1216
SLcity,Onshore,14,0.1111
SLcity,Onshore,15,0.1018
SLcity,Onshore,16,0.0953
SLcity,Onshore,17,0.0864
SLcity,Onshore,18,0.075
SLcity,Onshore,19,0.071
SLcity,Onshore,20,0.0578
SLcity,Onshore,21,0.0405
SLcity,Onshore,22,0.0231
SLcity,Onshore,23,0.0097
SLcity,Solar PV,0,0
SLcity,Solar PV,1,0
SLcity,Solar PV,2,0
SLcity,Solar PV,3,0
SLcity,Solar PV,4,0.017
SLcity,Solar PV,5,0.099
SLcity,Solar PV,6,0.233
SLcity,Solar PV,7,0.377
SLcity,Solar PV,8,0.505
SLcity,Solar PV,9,0.589
SLcity,Solar PV,10,0.654
SLcity,Solar PV,11,0.674
SLcity,Solar PV,12,0.657
SLcity,Solar PV,13,0.604
SLcity,Solar PV,14,0.512
SLcity,Solar PV,15,0.383
SLcity,Solar PV,16,0.242
SLcity,Solar PV,17,0.106
SLcity,Solar PV,18,0.02
SLcity,Solar PV,19,0
SLcity,Solar PV,20,0
SLcity,Solar PV,21,0
SLcity,Solar PV,22,0
SLcity,Solar PV,23,0
SLcountry,Onshore,0,0.0843
SLcountry,Onshore,1,0.0801
SLcountry,Onshore,2,0.0875
SLcountry,Onshore,3,0.1104
SLcountry,Onshore,4,0.0994
SLcountry,Onshore,5,0.0667
SLcountry,Onshore,6,0.1189
SLcountry,Onshore,7,0.154
SLcountry,Onshore,8,0.1793
SLcountry,Onshore,9,0.1757
SLcountry,Onshore,10,0.1581
SLcountry,Onshore,11,0.1419
SLcountry,Onshore,12,0.1303
SLcountry,Onshore,13,0.1216
SLcountry,Onshore,14,0.1111
SLcountry,Onshore,15,0.1018
SLcountry,Onshore,16,0.0953
SLcountry,Onshore,17,0.0864
SLcountry,Onshore,18,0.075
SLcountry,Onshore,19,0.071
SLcountry,Onshore,20,0.0578
SLcountry,Onshore,21,0.0405
SLcountry,Onshore,22,0.0231
SLcountry,Onshore,23,0.0097
SLcountry,Solar PV,0,0
SLcountry,Solar PV,1,0
SLcountry,Solar PV,2,0
SLcountry,Solar PV,3,0
SLcountry,Solar PV,4,0.017
SLcountry,Solar PV,5,0.099
SLcountry,Solar PV,6,0.233
SLcountry,Solar PV,7,0.377
SLcountry,Solar PV,8,0.505
SLcountry,Solar PV,9,0.589
SLcountry,Solar PV,10,0.654
SLcountry,Solar PV,11,0.674
SLcountry,Solar PV,12,0.657
SLcountry,Solar PV,13,0.604
SLcountry,Solar PV,14,0.512
SLcountry,Solar PV,15,0.383
SLcountry,Solar PV,16,0.242
SLcountry,Solar PV,17,0.106
SLcountry,Solar PV,18,0.02
SLcountry,Solar PV,19,0
SLcountry,Solar PV,20,0
SLcountry,Solar PV,21,0
SLcountry,Solar PV,22,0
SLcountry,Solar PV,23,0
SNcity,Onshore,0,0.006666667
SNcity,Onshore,1,0.0079
SNcity,Onshore,2,0.016566667
SNcity,Onshore,3,0.034433333
SNcity,Onshore,4,0.0406
SNcity,Onshore,5,0.031666667
SNcity,Onshore,6,0.0292
SNcity,Onshore,7,0.022433333
SNcity,Onshore,8,0.022833333
SNcity,Onshore,9,0.034366667
SNcity,Onshore,10,0.054233333
SNcity,Onshore,11,0.0718
SNcity,Onshore,12,0.059466667
SNcity,Onshore,13,0.0399
SNcity,Onshore,14,0.030166667
SNcity,Onshore,15,0.0231
SNcity,Onshore,16,0.014033333
SNcity,Onshore,17,0.0077
SNcity,Onshore,18,0.004533333
SNcity,Onshore,19,0.003233333
SNcity,Onshore,20,0.0045
SNcity,Onshore,21,0.008466667
SNcity,Onshore,22,0.017433333
SNcity,Onshore,23,0.029866667
SNcity,Solar PV,0,0
SNcity,Solar PV,1,0
SNcity,Solar PV,2,0
SNcity,Solar PV,3,0.000333333
SNcity,Solar PV,4,0.055
SNcity,Solar PV,5,0.156666667
SNcity,Solar PV,6,0.285333333
SNcity,Solar PV,7,0.411333333
SNcity,Solar PV,8,0.483333333
SNcity,Solar PV,9,0.454333333
SNcity,Solar PV,10,0.386666667
SNcity,Solar PV,11,0.332666667
SNcity,Solar PV,12,0.362666667
SNcity,Solar PV,13,0.380333333
SNcity,Solar PV,14,0.315333333
SNcity,Solar PV,15,0.215333333
SNcity,Solar PV,16,0.126
SNcity,Solar PV,17,0.049666667
SNcity,Solar PV,18,0.003333333
SNcity,Solar PV,19,0
SNcity,Solar PV,20,0
SNcity,Solar PV,21,0
SNcity,Solar PV,22,0
SNcity,Solar PV,23,0
SNcountry,Onshore,0,0.006666667
SNcountry,Onshore,1,0.0079
SNcountry,Onshore,2,0.016566667
SNcountry,Onshore,3,0.034433333
SNcountry,Onshore,4,0.0406
SNcountry,Onshore,5,0.031666667
SNcountry,Onshore,6,0.0292
SNcountry,Onshore,7,0.022433333
SNcountry,Onshore,8,0.022833333
SNcountry,Onshore,9,0.034366667
SNcountry,Onshore,10,0.054233333
SNcountry,Onshore,11,0.0718
SNcountry,Onshore,12,0.059466667
SNcountry,Onshore,13,0.0399
SNcountry,Onshore,14,0.030166667
SNcountry,Onshore,15,0.0231
SNcountry,Onshore,16,0.014033333
SNcountry,Onshore,17,0.0077
SNcountry,Onshore,18,0.004533333
SNcountry,Onshore,19,0.003233333
SNcountry,Onshore,20,0.0045
SNcountry,Onshore,21,0.008466667
SNcountry,Onshore,22,0.017433333
SNcountry,Onshore,23,0.029866667
SNcountry,Solar PV,0,0
SNcountry,Solar PV,1,0
SNcountry,Solar PV,2,0
SNcountry,Solar PV,3,0.000333333
SNcountry,Solar PV,4,0.055
SNcountry,Solar PV,5,0.156666667
SNcountry,Solar PV,6,0.285333333
SNcountry,Solar PV,7,0.411333333
SNcountry,Solar PV,8,0.483333333
SNcountry,Solar PV,9,0.454333333
SNcountry,Solar PV,10,0.386666667
SNcountry,Solar PV,11,0.332666667
SNcountry,Solar PV,12,0.362666667
SNcountry,Solar PV,13,0.380333333
SNcountry,Solar PV,14,0.315333333
SNcountry,Solar PV,15,0.215333333
SNcountry,Solar PV,16,0.126
SNcountry,Solar PV,17,0.049666667
SNcountry,Solar PV,18,0.003333333
SNcountry,Solar PV,19,0
SNcountry,Solar PV,20,0
SNcountry,Solar PV,21,0
SNcountry,Solar PV,22,0
SNcountry,Solar PV,23,0
STcity,Onshore,0,0.0213
STcity,Onshore,1,0.0085
STcity,Onshore,2,0.0117
STcity,Onshore,3,0.0398
STcity,Onshore,4,0.0657
STcity,Onshore,5,0.0695
STcity,Onshore,6,0.0652
STcity,Onshore,7,0.0454
STcity,Onshore,8,0.0306
STcity,Onshore,9,0.0292
STcity,Onshore,10,0.0314
STcity,Onshore,11,0.0248
STcity,Onshore,12,0.0145
STcity,Onshore,13,0.0072
STcity,Onshore,14,0.0043
STcity,Onshore,15,0.0033
STcity,Onshore,16,0.0026
STcity,Onshore,17,0.0016
STcity,Onshore,18,0.0023
STcity,Onshore,19,0.0031
STcity,Onshore,20,0.0055
STcity,Onshore,21,0.0142
STcity,Onshore,22,0.031
STcity,Onshore,23,0.0517
STcity,Solar PV,0,0
STcity,Solar PV,1,0
STcity,Solar PV,2,0
STcity,Solar PV,3,0
STcity,Solar PV,4,0.047
STcity,Solar PV,5,0.135
STcity,Solar PV,6,0.222
STcity,Solar PV,7,0.307
STcity,Solar PV,8,0.322
STcity,Solar PV,9,0.252
STcity,Solar PV,10,0.192
STcity,Solar PV,11,0.207
STcity,Solar PV,12,0.326
STcity,Solar PV,13,0.385
STcity,Solar PV,14,0.335
STcity,Solar PV,15,0.245
STcity,Solar PV,16,0.15
STcity,Solar PV,17,0.065
STcity,Solar PV,18,0.007
STcity,Solar PV,19,0
STcity,Solar PV,20,0
STcity,Solar PV,21,0
STcity,Solar PV,22,0
STcity,Solar PV,23,0
STcountry,Onshore,0,0.0213
STcountry,Onshore,1,0.0085
STcountry,Onshore,2,0.0117
STcountry,Onshore,3,0.0398
STcountry,Onshore,4,0.0657
STcountry,Onshore,5,0.0695
STcountry,Onshore,6,0.0652
STcountry,Onshore,7,0.0454
STcountry,Onshore,8,0.0306
STcountry,Onshore,9,0.0292
STcountry,Onshore,10,0.0314
STcountry,Onshore,11,0.0248
STcountry,Onshore,12,0.0145
STcountry,Onshore,13,0.0072
STcountry,Onshore,14,0.0043
STcountry,Onshore,15,0.0033
STcountry,Onshore,16,0.0026
STcountry,Onshore,17,0.0016
STcountry,Onshore,18,0.0023
STcountry,Onshore,19,0.0031
STcountry,Onshore,20,0.0055
STcountry,Onshore,21,0.0142
STcountry,Onshore,22,0.031
STcountry,Onshore,23,0.0517
STcountry,Solar PV,0,0
STcountry,Solar PV,1,0
STcountry,Solar PV,2,0
STcountry,Solar PV,3,0
STcountry,Solar PV,4,0.047
STcountry,Solar PV,5,0.135
STcountry,Solar PV,6,0.222
STcountry,Solar PV,7,0.307
STcountry,Solar PV,8,0.322
STcountry,Solar PV,9,0.252
STcountry,Solar PV,10,0.192
STcountry,Solar PV,11,0.207
STcountry,Solar PV,12,0.326
STcountry,Solar PV,13,0.385
STcountry,Solar PV,14,0.335
STcountry,Solar PV,15,0.245
STcountry,Solar PV,16,0.15
STcountry,Solar PV,17,0.065
STcountry,Solar PV,18,0.007
STcountry,Solar PV,19,0
STcountry,Solar PV,20,0
STcountry,Solar PV,21,0
STcountry,Solar PV,22,0
STcountry,Solar PV,23,0
THcity,Onshore,0,0.0517
THcity,Onshore,1,0.0798
THcity,Onshore,2,0.1095
THcity,Onshore,3,0.1228
THcity,Onshore,4,0.0922
THcity,Onshore,5,0.0646
THcity,Onshore,6,0.0393
THcity,Onshore,7,0.0332
THcity,Onshore,8,0.0473
THcity,Onshore,9,0.0461
THcity,Onshore,10,0.0305
THcity,Onshore,11,0.0195
THcity,Onshore,12,0.0225
THcity,Onshore,13,0.0318
THcity,Onshore,14,0.0387
THcity,Onshore,15,0.0399
THcity,Onshore,16,0.0339
THcity,Onshore,17,0.0199
THcity,Onshore,18,0.0199
THcity,Onshore,19,0.0299
THcity,Onshore,20,0.0372
THcity,Onshore,21,0.0387
THcity,Onshore,22,0.0378
THcity,Onshore,23,0.0322
THcity,Solar PV,0,0
THcity,Solar PV,1,0
THcity,Solar PV,2,0
THcity,Solar PV,3,0
THcity,Solar PV,4,0.039
THcity,Solar PV,5,0.131
THcity,Solar PV,6,0.242
THcity,Solar PV,7,0.287
THcity,Solar PV,8,0.25
THcity,Solar PV,9,0.266
THcity,Solar PV,10,0.377
THcity,Solar PV,11,0.51
THcity,Solar PV,12,0.519
THcity,Solar PV,13,0.456
THcity,Solar PV,14,0.363
THcity,Solar PV,15,0.259
THcity,Solar PV,16,0.163
THcity,Solar PV,17,0.06
THcity,Solar PV,18,0.005
THcity,Solar PV,19,0
THcity,Solar PV,20,0
THcity,Solar PV,21,0
THcity,Solar PV,22,0
THcity,Solar PV,23,0
THcountry,Onshore,0,0.0517
THcountry,Onshore,1,0.0798
THcountry,Onshore,2,0.1095
THcountry,Onshore,3,0.1228
THcountry,Onshore,4,0.0922
THcountry,Onshore,5,0.0646
THcountry,Onshore,6,0.0393
THcountry,Onshore,7,0.0332
THcountry,Onshore,8,0.0473
THcountry,Onshore,9,0.0461
THcountry,Onshore,10,0.0305
THcountry,Onshore,11,0.0195
THcountry,Onshore,12,0.0225
THcountry,Onshore,13,0.0318
THcountry,Onshore,14,0.0387
THcountry,Onshore,15,0.0399
THcountry,Onshore,16,0.0339
THcountry,Onshore,17,0.0199
THcountry,Onshore,18,0.0199
THcountry,Onshore,19,0.0299
THcountry,Onshore,20,0.0372
THcountry,Onshore,21,0.0387
THcountry,Onshore,22,0.0378
THcountry,Onshore,23,0.0322
THcountry,Solar PV,0,0
THcountry,Solar PV,1,0
THcountry,Solar PV,2,0
THcountry,Solar PV,3,0
THcountry,Solar PV,4,0.039
THcountry,Solar PV,5,0.131
THcountry,Solar PV,6,0.242
THcountry,Solar PV,7,0.287
THcountry,Solar PV,8,0.25
THcountry,Solar PV,9,0.266
THcountry,Solar PV,10,0.377
THcountry,Solar PV,11,0.51
THcountry,Solar PV,12,0.519
THcountry,Solar PV,13,0.456
THcountry,Solar PV,14,0.363
THcountry,Solar PV,15,0.259
THcountry,Solar PV,16,0.163
THcountry,Solar PV,17,0.06
THcountry,Solar PV,18,0.005
THcountry,Solar PV,19,0
THcountry,Solar PV,20,0
THcountry,Solar PV,21,0
THcountry,Solar PV,22,0
THcountry,Solar PV,23,0
