region,hour,Power
Stcountry,23,2.2788882105606314
Thcity,0,0.15996401754719858
Thcity,1,0.1543457076637321
Thcity,2,0.1515718293973519
Thcity,3,0.15203228583147863
Thcity,4,0.15568251635558997
Thcity,5,0.16527783234774918
Thcity,6,0.18770651205671013
Thcity,7,0.20922541914825038
Thcity,8,0.22227044429200066
Thcity,9,0.22942608443624962
Thcity,10,0.2367339721219565
Thcity,11,0.24367795064285236
Thcity,12,0.24159475712586453
Thcity,13,0.2398271989426252
Thcity,14,0.23652602411195212
Thcity,15,0.23271240579555005
Thcity,16,0.22611748277168803
Thcity,17,0.22433135770013174
Thcity,18,0.22125298435083568
Thcity,19,0.2160988441220359
Thcity,20,0.20792945745356622
Thcity,21,0.2020437856746047
Thcity,22,0.19279009854199522
Thcity,23,0.1763324978268832
Thcountry,0,1.4674960380454012
Thcountry,1,1.4159541499325594
Thcountry,2,1.3905068310395334
Thcountry,3,1.3947310184732735
Thcountry,4,1.4282179170534826
Thcountry,5,1.516244514648361
Thcountry,6,1.7220032791266158
Thcountry,7,1.9194158684333629
Thcountry,8,2.0390897989096826
Thcountry,9,2.1047350216440113
Thcountry,10,2.1717769501332813
Thcountry,11,2.235480407472869
Thcountry,12,2.216369370631353
Thcountry,13,2.20015394499569
Thcountry,14,2.169869253105662
Thcountry,15,2.134883449074539
Thcountry,16,2.074382196623335
Thcountry,17,2.057996439962847
Thcountry,18,2.0297557095599386
Thcountry,19,1.9824720736443655
Thcountry,20,1.9075268281256172
Thcountry,21,1.8535321851471536
Thcountry,22,1.7686396611118071
Thcountry,23,1.6176590580018986
