Technology,Y2025
Offshore,120.99155011403039
Onshore,66.93402866029149
Solar PV,37.5049232720261
Hydro,154.0985604341385
Lignite,149.78868905313433
Coal,149.78868905313433
OCGT,27.679737652805933
CCGT,67.3520676784969
Biomass CC,66.22549670175783
