Technology,Y2035
Offshore,108.9335786859159
Onshore,60.35973561849715
Solar PV,28.050642429291067
Hydro,154.0985604341385
Lignite,149.78868905313433
Coal,149.78868905313433
OCGT,26.762791912353844
CCGT,64.6700473806603
Biomass CC,225.5548305219876
